Ygritte,1727.2613626043042,730.7598165949148
Worm,1555.9774169921875,35.93596924939983
Walton,442.5470519963121,415.2154024665185
Walder,190.6037077883501,802.6406381918198
Viserys,1615.625244140625,-531.5719805797017
Varys,889.0788823959348,-662.8077985155323
Val,1851.8025002996167,688.0049337824148
Tywin,808.8020308641788,357.20631262245684
Tyrion,536.4077310204508,422.6023981094361
Tommen,264.0134311767228,-712.0015164035847
Thoros,860.3241168101704,613.3880514581961
Theon,577.2331033269602,1270.3082275390625
Styr,1582.7738137761792,1301.329213567571
Stannis,1457.4910888671875,635.1958517511648
Shireen,1284.2857666015625,535.1953125
Shae,350.99753439548243,-748.0315116676561
Sansa,630.2684100445894,415.21540246651875
Sandor,1103.4671832164204,918.2797750910086
Samwell,2047.5200295964917,1460.8769430597586
Salladhor,1284.2857666015625,335.19586181640625
Roslin,-219.20412302219677,692.8333872152573
Roose,-69.20416116916942,652.6413706136948
Robin,-63.5922689795492,-177.39760189056403
Robert,1021.8179276454192,175.27354948491995
Robb,-69.20426798069286,1252.6413706136948
Rickon,860.0758767644602,1553.1510009765625
Rickard,-329.0117707272749,1102.6408823324448
Rhaegar,1963.315673828125,-145.42267332872518
Renly,1136.4077310204507,-177.39760189056392
Rattleshirt,1983.4781594793042,688.0049337824148
Ramsay,-219.20424509250927,1212.4488657308823
Rakharo,1455.0555419921875,-37.38839445909626
Qyburn,350.99753439548226,393.23630788652804
Qhorin,2283.9494729558664,921.8713888605398
Pycelle,1.803816507430156,-449.7919017342921
Podrick,442.54705199631235,-770.0106062476466
Petyr,960.6717997323793,-601.6616706024924
Orell,1787.7605081121167,1460.8769430597586
Olenna,50.99753439548226,175.27354948491984
Oberyn,1021.8179276454192,-530.0687532660477
Nan,577.2331033269602,1553.1510009765625
Myrcella,50.997534395482376,-530.0687532660479
Missandei,1501.6630859375,-480.83296690782674
Meryn,1071.0116455334714,-449.79190173429197
Melisandre,1630.6964111328125,335.1958312988281
Meera,918.6544900457102,1411.7296142578125
Marillion,-56.20527333663176,-271.25828091470254
Margaery,1107.041640797543,-362.80779851553234
Mance,2163.3252053777414,1398.2062887628836
Mace,-34.226178756641275,-362.80779851553245
Lysa,1107.0416407975426,8.012594734404502
Luwin,518.6542459050852,1411.7296142578125
Lothar,80.7957243899126,692.8333872152573
Loras,1129.0207353775336,-83.53692286642536
Lancel,264.01343117672263,357.20631262245684
Kraznys,1392.6820068359375,-145.42267332872518
Kevan,630.2684100445894,-770.0106062476465
Karl,1671.9552102605542,1398.2062887628836
Jorah,1900.9420166015625,-37.38839827379353
Jon,1917.6401467839917,1482.5500387628836
Jon Arryn,1.8038165074300423,94.99669795316413
Jojen,718.6543679753977,1211.7296142578125
Joffrey,960.6717997323793,246.8664668213646
Jeyne,-369.2041535397749,952.6408212972885
Janos,2252.5068460027414,1301.329213567571
Jaime,721.8179276454192,393.23630788652804
Irri,1740.3720703125,-531.5719195445455
Ilyn,721.8179276454193,-748.031511667656
Illyrio,1379.6424560546875,-269.4863787730611
Hoster,-329.0115265866499,802.6408823324448
Hodor,860.0758767644602,1270.3082275390625
Grenn,2108.0192971746164,730.7598165949148
Gregor,1071.0116455334714,94.99669795316413
Gilly,2211.9296975652414,811.6369528253836
Gendry,752.1152545054829,749.0776876886648
Ellaria,-34.22617875664139,8.012594734404388
Elia,536.4077310204509,-777.3976018905639
Edmure,230.79575490749073,952.6408212972885
Eddison,1519.0066018621167,1049.5178122003836
Eddard,1142.0862017711079,749.0776876886648
Drogo,1854.3343505859375,-480.83296690782674
Doran,183.7365796449668,308.0125947344045
Davos,1630.6964111328125,535.195556640625
Dalla,1551.3310647527417,921.8713888605398
Daenerys,1677.9989013671875,61.87243165174358
Daario,1937.80615234375,-388.127705677358
Cressen,1457.4913330078125,235.1957244873047
Craster,2316.2739358464914,1049.517934270696
Chataya,-56.205273336631876,-83.53692286642547
Cersei,889.0788823959347,308.0125947344045
Catelyn,80.79570913112354,1212.4487436605698
Brynden,190.6037077883501,1102.6408823324448
Bronn,112.14366230852232,-601.6616706024924
Brienne,1129.0207353775336,-271.2582809147024
Bran,718.6543679753977,1611.729736328125
Bowen,1529.8802590886792,1180.7441305597586
Beric,1033.8775836070454,613.3879904230398
Belwas,1976.35498046875,-269.4863787730611
Barristan,1800.0196533203125,35.93596543470257
Balon,808.8020308641788,-712.0015164035846
Arya,947.1007281382954,993.5816549738211
Anguy,790.7345172007954,918.2797140558523
Amory,112.14366230852221,246.86646682136438
Alliser,1623.3508401433667,811.6369528253836
Aerys,183.73657964496698,-662.8077985155323
Aemon,2305.4004006902414,1180.7441305597586
Aegon,1418.1912841796875,-388.127705677358
